TWIN_ID,score_socialdesirability,score_conscientiousness,score_anxiety,score_HI,score_VI,score_HC,score_VC,score_finliteracy,score_numeracy,score_deductive_certainty,score_forwardflow,score_discount,score_presentbias,score_riskaversion,score_lossaversion,score_trustgame_sender,score_trustgame_receiver
431,0,8,2,4.5,3.25,4.5,4.0,3,5,4,0.8242895247864687,no switch,no switch,no switch,no switch,40.0,45.0
432,1,5,12,4.75,2.5,4.5,3.75,6,7,4,0.811892364153759,0.0,0.0,0.05555555555555555,0.8769916274216562,100.0,45.0
433,4,7,12,4.25,3.0,4.0,3.5,5,6,4,0.8011719784412403,195409.41945239317,0.10972222222222222,-0.025,no switch,40.0,67.0
434,1,8,4,4.0,3.0,4.0,3.5,6,8,4,0.8413200147389275,4381.927524364243,0.0375,0.2222222222222222,0.7771243562182821,20.0,44.0
435,5,8,4,5.0,2.75,2.75,4.0,6,8,4,0.8290644194845358,22.469387833789707,0.05902777777777777,0.0,1.0933206088271756,0.0,0.0
436,9,4,10,4.25,1.75,4.0,3.0,4,6,4,0.8284348168340857,0.0,0.0,-0.1111111111111111,no switch,60.0,44.0
437,5,8,6,4.25,3.25,4.0,2.75,6,8,4,0.8303139815252382,5.050210716011396,0.0,-0.061111111111111116,1.3501209091277144,80.0,28.0
438,0,6,0,4.5,1.75,4.0,5.0,3,7,4,0.8505595404203621,no switch,no switch,no switch,no switch,40.0,36.0
439,4,8,10,4.5,2.25,4.25,3.0,6,3,4,0.8536806315288481,14.13655013736249,0.013888888888888888,-0.24444444444444446,no switch,40.0,45.0
440,3,5,7,4.5,3.25,4.0,3.5,5,7,4,0.8316258387376366,0.0,0.0,-0.3111111111111111,no switch,100.0,39.0
441,9,8,1,4.0,3.0,4.0,3.5,4,4,4,0.785181418929048,no switch,no switch,0.20000000000000004,no switch,40.0,33.0
442,9,4,25,5.0,1.75,4.25,4.5,6,5,4,0.8454462258452542,0.0,0.0,0.5444444444444444,no switch,60.0,97.0
443,12,8,0,5.0,1.5,3.0,4.25,6,8,4,0.8920881303675953,2.197092974195832,0.14444444444444446,0.06666666666666667,0.8639972003243558,40.0,55.0
444,7,8,8,4.0,3.25,3.75,4.5,5,6,3,0.7677344537259799,1046756.0311855301,0.10416666666666667,0.45555555555555555,no switch,40.0,45.0
445,8,8,0,4.75,1.75,4.75,5.0,4,5,4,0.7862099702244892,0.0,0.0,-0.17777777777777778,2.3747157107264787,40.0,55.0
446,4,2,17,2.5,1.0,3.5,4.0,3,1,4,0.8237592859031956,1046498.3430499771,0.35000000000000003,-0.016666666666666666,no switch,100.0,100.0
447,5,8,1,5.0,1.75,3.75,4.25,5,5,4,0.8099085802117644,4.825761367031629,0.1638888888888889,0.0,no switch,20.0,42.0
448,0,8,20,3.5,3.75,4.0,4.0,3,4,4,0.8341445251063102,no switch,no switch,no switch,no switch,60.0,78.0
449,12,8,0,4.5,1.0,4.5,3.0,6,5,4,0.7789153030344363,0.0,0.0,0.6111111111111112,0.2684888601223636,60.0,62.0
450,5,6,23,4.25,2.5,4.75,5.0,5,8,4,0.8342042264017941,356.5980400299527,0.05625,0.049999999999999996,no switch,100.0,51.0
451,11,8,1,5.0,2.0,4.75,2.75,6,7,4,0.7051290644337943,695.1780868195025,0.030555555555555558,0.3333333333333333,1.060069164436812,0.0,0.0
452,13,8,2,4.75,4.0,5.0,5.0,4,8,4,0.8284695604513782,0.0,0.0,0.1388888888888889,no switch,100.0,67.0
453,5,5,5,4.5,4.25,4.5,4.5,4,8,4,0.8565503732574958,3926.0908074733034,0.11527777777777777,0.09444444444444444,0.7708079120407119,20.0,48.0
454,2,4,4,4.0,3.75,4.75,4.0,7,7,4,0.8328715159747693,1.7144237181276818,-0.010416666666666666,0.12222222222222223,0.9090634427558534,0.0,52.0
455,5,6,2,3.5,3.0,4.0,5.0,4,7,4,0.8856450620779897,0.0,0.0,0.06666666666666667,no switch,20.0,23.0
456,6,8,10,3.5,2.25,3.5,3.5,6,3,4,0.7899234541662881,4425.456968906145,-0.11180555555555555,-0.04444444444444443,no switch,60.0,56.0
457,9,8,2,4.75,2.0,4.5,4.5,5,5,4,0.6244426587507419,4717.878902760957,0.03333333333333333,0.5222222222222223,no switch,60.0,45.0
458,0,7,2,4.5,2.75,3.25,3.0,2,3,4,0.8491771387389244,no switch,no switch,no switch,no switch,20.0,32.0
459,1,5,14,3.0,1.25,3.5,1.75,4,4,4,0.8389683508005602,4717.878902760957,-0.09722222222222221,no switch,no switch,0.0,52.0
460,8,8,2,4.25,2.75,3.5,4.0,6,5,4,0.805467684543317,4.825761367031629,0.13055555555555554,-0.12777777777777777,no switch,60.0,33.0
461,13,8,3,1.5,2.0,4.75,4.5,6,8,3,0.8124796179203987,0.0,0.09722222222222221,-0.044444444444444446,no switch,40.0,45.0
462,9,8,5,3.75,2.5,4.5,3.5,4,1,4,0.8168484718396315,6.229706907863243,0.08194444444444444,0.049999999999999996,no switch,20.0,43.0
463,4,3,9,2.75,2.75,5.0,3.75,7,8,4,0.750918275638465,0.0,0.0,0.0,1.0933206088271756,60.0,33.0
464,10,1,4,3.5,1.75,4.75,3.25,5,4,4,0.8312685988609554,0.0,0.0,-0.022222222222222216,0.7733625337722952,40.0,42.0
465,7,3,35,4.25,3.25,4.0,3.5,4,2,4,0.23852980526778952,1501213610697763.2,-0.08333333333333333,0.6111111111111112,no switch,60.0,44.0
466,1,6,23,5.0,4.0,3.5,3.5,6,8,4,0.7665857790510937,0.0,0.0,0.0,1.0933206088271756,100.0,29.0
467,5,7,31,4.75,2.5,3.75,3.5,4,5,3,0.8082657978800184,0.0,0.0,0.13333333333333333,no switch,40.0,63.0
468,8,8,6,4.25,1.5,4.0,4.5,4,2,4,0.814591691837403,800.3097404595413,0.225,0.2222222222222222,no switch,100.0,55.0
469,4,8,3,4.75,4.25,4.75,4.75,5,8,4,0.8848597368709737,398.0649639559679,0.2833333333333333,0.0,no switch,60.0,63.0
470,4,1,15,3.75,2.5,4.5,3.0,3,3,2,0.8397332469831899,4823.010556400996,0.15277777777777776,-0.011111111111111108,no switch,40.0,56.0
471,7,8,22,4.75,1.5,3.5,4.0,7,8,4,0.8297641195485697,0.0,0.0,0.5222222222222223,no switch,20.0,31.0
472,8,8,6,4.5,2.25,4.0,2.75,6,4,4,0.8123113266880243,4.825761367031629,0.13055555555555554,-0.16666666666666666,2.3747157107264787,80.0,64.0
473,1,6,4,5.0,3.25,4.0,3.75,6,6,4,0.7927354714830426,380.4213374892099,0.01944444444444444,0.049999999999999996,0.7547009488854908,60.0,46.0
474,3,4,3,5.0,2.5,3.75,3.25,6,7,4,0.8404287155439242,4503599627370495.0,-0.20833333333333331,0.18888888888888888,no switch,60.0,33.0
475,0,5,4,3.0,3.25,3.0,4.25,7,8,4,0.8255662639384884,0.0,0.0,0.0,1.0933206088271756,100.0,43.0
476,5,8,1,4.25,4.5,2.0,1.5,6,7,4,0.8466656563582595,0.0,0.0,0.3444444444444444,0.4292610704479629,0.0,0.0
477,2,8,3,5.0,5.0,4.25,4.75,5,5,4,0.8325364261860673,0.0,0.008333333333333333,-0.1111111111111111,no switch,100.0,80.0
478,2,8,2,4.75,3.0,4.5,4.5,6,8,4,0.8061165548902576,13.717322427319184,0.001388888888888884,no switch,no switch,100.0,73.0
479,9,8,2,5.0,4.25,5.0,5.0,6,8,4,0.8038374451774297,405.3848213575263,0.010416666666666666,0.12222222222222223,no switch,40.0,45.0
480,10,7,11,3.75,4.0,4.25,5.0,5,4,4,0.8123168555410587,4533.21729093902,0.24930555555555553,0.22777777777777777,no switch,40.0,33.0
481,2,0,10,3.0,2.25,3.25,3.25,5,2,4,0.8583809601083405,0.5983690723006792,0.16944444444444443,-0.08888888888888889,no switch,40.0,45.0
482,5,4,34,3.5,3.5,3.5,3.5,6,1,3,0.8848593112332027,1501200354201699.0,0.08888888888888889,0.5,no switch,40.0,71.0
483,4,8,7,4.0,2.25,4.75,5.0,5,3,4,0.8476678394111767,0.0,0.027083333333333334,-0.19444444444444445,no switch,100.0,55.0
484,6,8,13,5.0,3.5,4.75,5.0,6,4,4,0.817975843969639,0.0,0.04722222222222222,-0.05555555555555555,no switch,60.0,33.0
485,5,8,5,5.0,2.5,4.75,2.0,6,7,4,0.8173832860595948,4823.010556400996,-0.022222222222222216,0.06666666666666667,0.9063883015124318,0.0,45.0
486,5,8,2,4.75,1.5,3.5,1.75,6,8,3,0.8183189078475227,0.0,-0.09722222222222221,-0.027777777777777776,1.17114941545625,40.0,48.0
487,6,6,3,3.75,2.75,3.5,2.5,5,1,2,0.8675216273369065,2288186.1907223333,0.19999999999999998,-0.2222222222222222,1.0047233035906424,40.0,38.0
488,8,8,2,5.0,3.0,3.75,1.25,4,2,4,0.8272543033595102,0.3104781772960677,-0.008333333333333333,-0.1,no switch,40.0,55.0
489,9,7,0,4.5,4.25,3.75,4.75,3,1,4,0.822890252032214,7.238642050547444,0.1125,0.0,no switch,40.0,45.0
490,3,8,26,3.5,2.25,3.75,3.25,4,4,4,0.7893960915369216,4823.010556400996,0.08333333333333333,0.3444444444444444,no switch,80.0,55.0
491,6,2,0,3.25,2.5,4.25,4.0,5,6,2,0.8458255725463196,346.10775506777003,-0.03958333333333333,-0.04444444444444445,no switch,40.0,45.0
492,10,7,9,3.25,1.75,3.5,3.75,3,4,4,0.8103255389160995,4717.878902760957,0.36944444444444446,0.6111111111111112,no switch,0.0,0.0
493,6,7,7,4.75,1.25,3.5,2.0,6,6,4,0.8294473754774533,0.0,0.0,0.29444444444444445,0.3637886533452039,20.0,28.0
494,3,8,14,5.0,3.0,3.25,3.5,6,4,4,0.874075416319592,0.0,0.0,0.16666666666666666,no switch,40.0,45.0
495,3,8,5,4.75,4.0,3.5,4.0,4,2,4,0.8208701093522659,4372.7027400347215,-0.015277777777777777,0.06666666666666667,no switch,40.0,45.0
496,11,6,20,4.25,4.5,4.25,4.75,2,3,4,0.8484958170874565,13713779775.148512,0.08333333333333333,0.5555555555555555,no switch,40.0,76.0
497,10,8,10,3.75,3.5,4.5,5.0,4,6,4,0.7896039958469241,0.5983690723006792,0.43472222222222223,0.0,2.275311734520407,40.0,37.0
498,10,8,6,4.75,1.75,5.0,4.75,4,4,2,0.8363924127374428,3926.0908074733034,-0.005555555555555559,0.12222222222222223,no switch,60.0,50.0
499,3,5,12,5.0,2.5,4.0,3.5,6,6,4,0.809314405192123,14.13655013736249,-0.032638888888888884,-0.24444444444444446,no switch,0.0,33.0
500,8,7,5,5.0,1.0,3.5,2.75,5,5,4,0.7779988343258154,0.0,0.0,-0.3333333333333333,no switch,100.0,55.0
501,5,8,17,4.25,3.25,4.5,4.0,4,5,4,0.8744202002972393,2.197092974195832,0.0,-0.6666666666666666,no switch,100.0,58.0
502,8,6,5,4.25,1.75,4.0,3.0,6,4,4,0.8087924490422145,4.911765807841044,0.012499999999999999,0.11666666666666665,no switch,60.0,66.0
503,9,8,1,5.0,1.75,3.75,4.5,5,3,2,0.8092207677780782,22369621.0,0.3333333333333333,0.6111111111111112,no switch,40.0,0.0
504,10,8,27,5.0,1.0,2.5,1.75,7,2,4,0.7593401347023482,1501199875985574.2,0.0888888888888889,0.6111111111111112,no switch,100.0,57.0
505,7,7,9,4.25,3.0,3.75,3.0,4,5,4,0.8306366372443613,0.0,0.057638888888888885,0.10000000000000002,0.8982283219962782,60.0,29.0
506,11,8,0,5.0,4.0,3.75,4.5,6,5,1,0.7473911939669278,86.7339030017366,-0.024305555555555552,0.0888888888888889,no switch,0.0,0.0
507,13,7,0,4.75,4.25,4.5,4.75,4,5,0,0.9148464990929989,3002399751775739.5,0.03333333333333333,no switch,no switch,60.0,40.0
508,3,0,23,3.25,4.0,2.75,4.25,4,4,4,0.8293552545299296,8263.54837274505,0.0,0.05000000000000001,no switch,80.0,40.0
509,5,8,44,3.5,4.0,3.75,3.75,6,2,2,0.9004189403007185,1501199875790164.2,0.038888888888888896,0.3444444444444445,no switch,40.0,49.0
510,6,8,0,5.0,3.25,4.5,4.75,5,7,4,0.839392187938523,4.825761367031629,-0.016666666666666666,0.2611111111111111,no switch,40.0,33.0
511,12,8,4,4.75,3.5,4.75,4.75,6,7,4,0.8513894329948557,3002399773949950.5,-0.2569444444444444,0.22777777777777777,no switch,40.0,27.0
512,6,7,36,4.75,4.25,4.5,4.75,4,4,4,0.6781395435474709,4374.1066855755535,0.32569444444444445,0.17777777777777778,0.687351108323267,20.0,22.0
513,8,5,26,3.5,3.25,4.5,4.0,4,7,4,0.821168913834455,14.13655013736249,0.09166666666666667,-0.07777777777777778,2.2347066493715273,40.0,49.0
514,9,8,7,4.75,2.25,3.5,5.0,3,5,4,0.8113318630015091,40.57579006699883,-0.032638888888888884,0.1111111111111111,0.9160046386840262,40.0,45.0
515,10,8,4,5.0,2.25,4.25,3.75,6,8,4,0.8544946926081781,0.0,0.016666666666666666,0.05000000000000001,0.9491614205662753,100.0,48.0
516,9,8,10,4.0,1.75,3.75,4.0,6,6,4,0.82447411900733,500602040.8375117,-0.2652777777777778,-0.19166666666666665,no switch,40.0,64.0
517,4,8,5,4.75,1.25,2.5,1.5,6,7,4,0.7256092027895056,1501200354006294.2,-0.05763888888888887,0.03333333333333333,no switch,40.0,15.0
518,4,8,0,4.5,3.75,5.0,5.0,6,8,4,0.7814597203393453,0.0,0.0,0.0,1.0933206088271756,100.0,35.0
519,9,5,1,4.25,3.0,3.0,3.75,5,6,4,0.8367046674514341,0.0,0.03333333333333333,0.13333333333333333,1.8036822735832594,100.0,55.0
520,3,5,1,4.0,1.75,4.0,3.25,6,2,4,0.6788062918974058,0.0,0.0,0.38888888888888884,no switch,60.0,45.0
521,7,5,8,4.75,1.5,4.5,3.5,5,2,2,0.8355338234414447,4717.878902760957,-0.06388888888888887,0.061111111111111116,no switch,40.0,46.0
522,2,5,4,4.75,2.75,3.5,4.0,5,8,4,0.8476623831788042,109.95741500707037,-0.05833333333333333,0.5777777777777778,no switch,40.0,34.0
523,10,8,3,4.0,3.0,4.5,4.25,5,2,3,0.8917209707686683,380.4213374892099,0.08194444444444444,0.49444444444444446,no switch,0.0,27.0
524,8,2,16,4.25,1.0,3.5,4.0,5,5,4,0.7874669542009982,0.0,0.0,0.25,no switch,100.0,48.0
525,11,8,0,4.25,2.25,4.0,4.0,6,8,4,0.8413399950406412,0.0,0.0,0.12222222222222223,0.800465946647103,100.0,36.0
526,6,8,8,3.75,2.5,5.0,4.0,4,4,4,0.7680936511406008,20667.713047903984,-0.004166666666666666,-0.04444444444444443,1.4623653549133524,60.0,60.0
527,5,8,7,4.5,3.0,3.25,3.5,6,3,4,0.8149885642623073,0.0,0.0,-0.35555555555555557,no switch,40.0,33.0
528,0,6,5,3.5,2.5,3.5,3.0,4,2,4,0.8490961106492158,no switch,no switch,no switch,no switch,40.0,26.0
529,6,7,1,3.5,4.0,3.75,4.0,6,6,4,0.8942967607708553,346.10775506777003,0.036111111111111115,-0.027777777777777773,1.0419065930474969,60.0,34.0
530,5,7,6,5.0,3.75,3.75,3.75,6,7,4,0.8596888476379198,4.825761367031629,-0.03333333333333333,0.09444444444444444,0.6632845707719408,100.0,55.0
531,10,7,10,3.25,2.5,4.75,4.0,5,2,4,0.8064271657509727,800.3097404595413,0.35000000000000003,0.18333333333333335,no switch,40.0,67.0
532,5,8,9,3.75,3.75,4.0,4.0,6,5,4,0.8312133973617604,0.0,0.09722222222222221,-0.26666666666666666,no switch,20.0,15.0
533,0,8,11,4.25,2.0,4.5,4.75,4,6,4,0.8559644178213537,no switch,no switch,no switch,no switch,60.0,76.0
534,11,8,7,4.25,3.25,3.75,3.75,7,4,4,0.7434378126917798,4.825761367031629,0.09722222222222221,0.08333333333333333,0.785926085354509,60.0,53.0
535,0,3,27,3.25,3.5,4.5,4.0,4,5,4,0.886604179503796,12.871049504701228,-0.024305555555555552,0.016666666666666666,no switch,0.0,42.0
536,7,6,1,5.0,4.25,3.25,3.0,6,8,4,0.8626604287371663,0.0,0.0,0.25,no switch,0.0,0.0
537,0,8,5,4.75,1.0,3.75,2.0,4,5,4,0.7508761547841691,0.0,0.0,no switch,no switch,100.0,45.0
538,6,8,3,4.25,3.25,4.0,2.75,5,3,4,0.7827519134008153,1501199876836558.0,-0.07777777777777777,-0.24444444444444446,no switch,100.0,60.0
539,4,5,41,5.0,4.25,4.5,3.0,4,1,4,0.8172632202797426,367.64555056002513,0.4083333333333334,0.3444444444444445,no switch,40.0,33.0
540,9,8,2,4.75,1.5,4.0,4.5,3,6,4,0.6973896197929546,14.050545696553074,0.0,no switch,no switch,40.0,55.0
541,2,6,1,4.5,2.25,3.5,1.5,5,5,4,0.8475254329982106,0.0,0.21805555555555553,0.0,no switch,20.0,40.0
542,3,8,14,4.25,4.0,2.75,4.0,3,3,3,0.8348776533913306,346.8905864443631,-0.06041666666666667,0.3,0.7112003633004849,0.0,0.0
543,11,8,3,3.0,3.25,4.75,4.75,5,5,4,0.8026948545943908,1046756.0311855301,0.2916666666666667,0.0,2.0645459251542007,60.0,41.0
544,3,8,6,4.0,2.0,5.0,4.75,6,4,4,0.7970866898240232,356.5980400299527,-0.013888888888888888,0.005555555555555554,no switch,40.0,31.0
545,12,7,30,4.5,1.75,4.0,2.75,2,2,2,0.8152416980651539,1246165.682066031,0.05555555555555555,0.24444444444444446,no switch,40.0,45.0
546,8,7,16,3.25,1.5,3.0,3.25,6,5,4,0.861290610955271,369.0494961008567,0.05347222222222222,0.6111111111111112,no switch,40.0,60.0
547,10,5,24,4.0,3.5,4.75,4.75,5,8,3,0.7541439675486334,-0.9711920821388641,0.0,0.011111111111111108,no switch,20.0,29.0
548,5,7,4,4.5,3.0,4.0,4.25,7,8,4,0.8573577089735732,4735.5225292277155,-0.08194444444444444,0.6111111111111112,0.2323969747012262,20.0,45.0
549,5,8,13,4.75,4.0,4.5,4.0,6,8,4,0.804016574314575,41.84129069966009,0.05972222222222221,-0.061111111111111116,no switch,60.0,33.0
550,8,7,1,3.25,2.5,3.25,3.5,5,6,4,0.8496513681650871,16299.836069236293,0.16805555555555554,-0.1111111111111111,no switch,100.0,100.0
551,7,7,15,4.25,3.75,3.25,4.0,5,3,4,0.6669474226939173,0.3104781772960677,0.10138888888888888,-0.1111111111111111,no switch,100.0,35.0
552,2,2,51,3.25,2.25,3.25,4.0,5,7,4,0.8411520279875887,0.0,0.0,-0.2555555555555556,no switch,80.0,28.0
553,4,6,0,4.25,2.75,3.5,4.25,4,4,4,0.8420341097718984,0.0,0.3,-0.24444444444444446,no switch,20.0,51.0
554,10,5,27,3.75,2.25,4.75,4.75,4,2,4,0.7751680671333161,13713779775.148512,-0.27499999999999997,0.17777777777777778,no switch,80.0,13.0
555,11,7,0,4.0,1.5,4.5,4.75,6,4,2,0.7693959300952585,4487.059178004282,0.2736111111111111,0.12777777777777777,no switch,100.0,55.0
556,6,3,15,4.25,1.0,2.75,3.0,3,0,4,0.7773189704181119,0.0,0.01875,0.19444444444444442,no switch,40.0,29.0
557,7,7,6,4.0,3.5,3.5,4.0,5,6,4,0.8118096132748579,4.825761367031629,0.13055555555555554,0.06666666666666667,no switch,100.0,28.0
558,9,4,34,2.5,3.25,3.25,2.5,2,8,3,0.8446255427251037,1501200376375910.8,0.05555555555555555,0.6111111111111112,no switch,0.0,0.0
559,0,7,13,4.25,2.75,4.5,3.25,2,1,4,0.8400957753879768,no switch,no switch,no switch,no switch,40.0,40.0
560,1,5,11,4.75,3.5,3.75,3.5,6,7,4,0.8635738288549358,1501199875794555.2,-0.10833333333333334,0.0,0.9514758127934604,40.0,43.0
561,2,8,12,4.0,2.25,4.5,3.75,6,8,4,0.8196873240523819,-0.333223269233891,0.05555555555555555,-0.35555555555555557,0.8769916274216562,0.0,21.0
562,11,8,1,5.0,1.75,4.5,3.0,6,5,4,0.7048331921372492,109.95741500707037,0.43333333333333335,no switch,no switch,60.0,55.0
563,7,8,20,5.0,3.25,4.75,4.5,6,8,4,0.8386999038443815,0.0,0.0,0.016666666666666666,0.8982283219962782,60.0,55.0
564,1,8,3,4.5,3.75,3.75,5.0,6,7,3,0.8651158493859591,0.0,0.0,-0.044444444444444446,no switch,60.0,78.0
565,9,4,9,3.0,3.25,3.25,3.5,3,2,3,0.7788445583721342,1050761.088375005,-0.041666666666666664,0.06666666666666667,no switch,0.0,27.0
566,7,3,16,3.75,3.0,3.25,2.5,2,0,1,0.7932267408532025,501632134.2128388,-0.041666666666666664,0.49444444444444446,no switch,60.0,34.0
567,0,4,21,3.5,2.5,3.5,2.25,3,4,4,0.7977619714260006,501632134.2128388,0.13888888888888887,0.26111111111111107,no switch,60.0,45.0
568,5,8,5,5.0,3.0,4.75,3.5,5,8,4,0.8266895959801278,14.050545696553074,0.027777777777777776,0.3444444444444445,0.7320478574474195,20.0,33.0
569,13,8,2,5.0,3.75,4.75,5.0,4,6,4,0.8731512321419077,380.4213374892099,0.027777777777777776,0.0,1.1819179140637088,40.0,46.0
570,7,6,0,3.0,2.5,3.5,2.25,3,4,3,0.8532732025641208,114.07603338154719,0.10069444444444443,-0.43333333333333335,no switch,20.0,20.0
571,7,5,27,5.0,2.75,2.75,4.0,6,7,4,0.7873240216607158,4823.010556400996,-0.1638888888888889,0.016666666666666666,1.0339594005419852,40.0,45.0
572,7,7,42,5.0,4.5,4.5,5.0,5,8,4,0.8097613593381073,1501199876836555.8,0.09999999999999999,0.0,no switch,100.0,0.0
573,4,8,0,4.0,2.0,3.75,2.5,6,6,4,0.7467348177815093,0.0,0.0,0.24444444444444446,no switch,40.0,31.0
574,5,8,0,4.75,3.5,5.0,5.0,6,6,4,0.7366743780456423,0.0,0.14305555555555557,-0.04444444444444443,1.4786645292888698,80.0,55.0
575,8,8,12,5.0,3.0,5.0,4.75,4,4,3,0.7968096250894162,0.0,0.0,0.011111111111111118,no switch,60.0,57.0
576,10,8,32,4.5,3.25,4.25,4.25,3,5,4,0.8126810061660891,0.0,0.0,0.6111111111111112,no switch,100.0,45.0
577,6,3,12,4.25,2.5,4.25,1.5,5,6,4,0.8767647530432661,1501199877031962.8,-0.27777777777777773,0.3,no switch,40.0,30.0
578,6,8,16,5.0,2.25,4.5,4.75,6,8,3,0.7847949226703349,0.0,0.0,no switch,no switch,40.0,60.0
579,6,2,17,5.0,2.0,4.0,2.75,3,7,4,0.8421572784434336,44.46995909249589,0.03472222222222222,-0.05,0.8674116776978056,40.0,33.0
580,12,8,17,4.0,3.5,3.75,3.5,5,5,4,0.8266885806388495,0.0,0.23055555555555554,-0.10000000000000002,no switch,40.0,38.0
581,7,8,16,4.75,4.5,3.75,4.5,6,7,4,0.8149293910529841,2.197092974195832,0.1722222222222222,0.06666666666666667,0.7591011446739782,40.0,33.0
582,11,8,10,4.25,2.25,3.5,2.75,6,6,4,0.8217308842074919,4533.21729093902,-0.02291666666666667,0.1111111111111111,1.8901395748554446,60.0,60.0
583,2,6,3,4.0,2.75,3.5,4.5,6,3,2,0.8491106763558983,1501199898164154.0,0.1111111111111111,-0.03888888888888888,no switch,80.0,53.0
584,0,7,4,4.5,1.75,2.75,4.25,1,2,4,0.8155351377327862,no switch,no switch,no switch,no switch,20.0,35.0
585,0,1,9,4.75,4.25,2.5,4.5,6,5,4,0.7952335422376222,0.0,0.0,0.6111111111111112,no switch,40.0,67.0
586,7,7,0,5.0,2.25,5.0,4.25,6,7,4,0.849338997044909,0.0,-0.05555555555555555,0.4388888888888889,0.4314710574487579,40.0,42.0
587,0,8,1,4.0,3.5,1.75,2.75,7,8,4,0.7984361370274673,12.249935340462725,0.014583333333333332,0.3333333333333333,no switch,0.0,18.0
588,0,1,5,3.5,2.75,3.75,3.75,3,8,4,0.837625481725469,no switch,no switch,no switch,no switch,40.0,45.0
589,13,8,0,4.25,3.25,4.5,4.5,6,8,4,0.8292610935567696,8.944379741508454,0.24791666666666667,0.1388888888888889,1.0421520684899865,40.0,43.0
590,4,8,0,4.75,4.75,5.0,3.0,6,8,4,0.7850942021072982,6.315711348672657,0.03888888888888889,0.22222222222222224,no switch,40.0,38.0
591,10,8,5,3.75,1.75,3.75,2.25,6,4,4,0.817588723350235,4.825761367031629,0.09722222222222221,-0.044444444444444446,1.2771425265378171,100.0,52.0
592,6,7,4,4.75,2.75,4.75,4.75,5,2,2,0.849147235481024,1501199875790515.0,-0.07777777777777777,0.10555555555555557,no switch,60.0,72.0
593,12,7,3,4.5,3.75,4.5,4.5,6,8,4,0.8683234857806305,3002399751583880.5,0.06666666666666667,0.6666666666666667,no switch,40.0,32.0
594,9,8,15,5.0,1.25,3.25,2.75,6,8,3,0.8376051278293751,0.0,0.0,-0.26666666666666666,no switch,40.0,42.0
595,13,8,0,4.25,2.25,4.75,4.75,6,4,4,0.8269677836369396,4717.878902760957,0.03333333333333333,0.04444444444444445,no switch,20.0,42.0
596,10,8,1,3.75,1.75,4.0,3.25,4,7,4,0.8447901396838495,-0.9711920821388641,0.23680555555555557,0.12222222222222223,no switch,60.0,59.0
597,6,7,11,2.75,1.5,4.25,3.75,6,4,3,0.834027223982674,-0.333223269233891,0.05555555555555555,0.049999999999999996,1.5130253515363092,0.0,14.0
598,5,3,18,3.75,1.75,4.75,2.5,4,2,4,0.7936187597940098,0.0,0.016666666666666666,no switch,no switch,0.0,0.0
599,4,8,1,4.5,4.0,4.25,4.0,7,7,3,0.7918442018194579,1050778.7320014716,-0.06944444444444443,0.2555555555555556,0.5933801915120027,40.0,53.0
600,4,7,20,5.0,2.25,4.25,2.25,6,6,4,0.8110538081213491,3.601038515027446,0.03819444444444444,0.2333333333333333,1.0599387049183868,40.0,56.0
601,13,8,0,3.75,2.75,4.25,4.5,6,8,4,0.8182430849651211,0.0,0.0,0.22777777777777777,no switch,0.0,43.0
602,7,5,0,2.75,1.75,3.75,2.75,5,8,4,0.7886499918379967,0.0,0.18472222222222223,0.11666666666666665,0.7221524042906404,60.0,41.0
603,3,8,23,3.5,2.75,4.25,4.5,7,8,4,0.8505206418081416,0.0,0.13055555555555554,0.0,0.8876099747089672,0.0,0.0
604,0,8,0,4.0,3.25,4.0,4.25,4,8,4,0.7147505271280461,no switch,no switch,no switch,no switch,0.0,0.0
605,6,8,11,4.25,2.75,5.0,2.75,5,7,4,0.8526002127223364,39.95467590276033,0.10694444444444444,0.09999999999999999,0.6729639646601451,100.0,45.0
606,10,8,9,4.0,2.25,4.5,4.75,4,2,4,0.8345491448408642,1046733.8722758736,-0.01805555555555555,0.05000000000000001,1.3892156686104349,40.0,47.0
607,9,6,3,4.25,3.25,4.5,4.5,3,2,4,0.8687143373719539,1501199876836663.2,-0.11944444444444442,0.5111111111111112,no switch,60.0,9.0
608,12,8,2,4.0,2.75,4.5,4.5,4,5,4,0.8190215971044853,1050778.7320014716,0.22777777777777777,0.35000000000000003,no switch,40.0,45.0
609,6,8,13,5.0,4.25,3.25,4.25,6,6,4,0.8565051497294963,6.229706907863243,-0.016666666666666666,-0.12777777777777777,no switch,40.0,55.0
610,4,4,27,4.0,3.75,4.0,4.0,4,3,4,0.8228407247462245,4717.878902760957,-0.011111111111111108,no switch,no switch,40.0,46.0
611,4,8,0,5.0,4.5,5.0,3.0,4,7,4,0.8388099573577347,712.8217132862605,-0.007638888888888885,0.13333333333333333,0.6346126531162575,100.0,0.0
612,13,8,0,4.0,2.5,5.0,4.25,7,8,4,0.8731282557276656,0.0,0.0,-0.12222222222222223,no switch,100.0,67.0
613,3,8,7,4.0,3.5,4.25,4.25,7,8,4,0.8435772156085567,0.0,0.0,0.27777777777777773,0.367255117293829,80.0,55.0
614,8,7,7,5.0,1.5,3.5,1.5,2,3,4,0.8798679274620831,0.0,0.0,0.5555555555555555,no switch,20.0,45.0
615,4,8,7,4.75,3.0,3.5,1.25,6,7,4,0.8067656920247979,0.3104781772960677,0.0,0.0,1.0933206088271756,0.0,0.0
