pid,QID287_1,QID287_2,QID287_3,QID287_4,QID287_5,QID287_6,QID287_7,QID287_10,QID287_11,QID287_12,QID154,QID158,QID160_1,QID160_2,QID160_3,QID161,QID165,QID166_TEXT,QID169,QID170_TEXT,QID171,QID174,QID177,QID181_TEXT,QID184,QID191,QID192,QID195,QID203_1,QID203_2,QID203_3,QID203_4,QID203_5,QID203_6,QID288_1,QID288_2,QID288_3,QID288_4,QID289_1,QID289_2,QID289_3,QID289_4,QID291,QID196,QID290_1,QID290_2,QID290_3,QID290_4,QID290_5,QID290_6,QID290_7,QID290_10,QID290_11,QID290_12,QID9_1,QID9_2,QID9_3,QID9_4,QID9_5,QID9_6,QID9_7,QID9_8,QID9_9,QID9_10,QID9_11,QID9_12,QID9_13,QID9_14,QID9_15,QID9_16,QID9_17,QID9_18,QID9_19,QID9_20,QID9_21,QID9_22,QID9_23,QID9_24,QID9_25,QID9_26,QID9_27,QID9_28,QID9_29,QID9_30,QID9_31,QID9_32,QID9_33,QID9_34,QID9_35,QID9_36,QID9_37,QID9_38,QID9_39,QID9_40,QID162,QID163,QID164_TEXT,QID167,QID168_TEXT,QID182_TEXT,QID190,QID194,QID198_1,QID198_2,QID198_3,QID198_4,QID198_5,QID198_6,QID198_7,QID198_8,QID198_9,QID198_10,QID156,QID157,QID172,QID175,QID178,QID183,QID193,QID159_1,QID159_2,QID159_3,QID173,QID176,QID179,QID189
556,3,3,3,3,3,3,3,3,3,3,79.0,,3.0,4.0,3.0,,,,,,,,,,2.0,2.0,,5.0,,,,,,,6,1,4,4,3,6,5,5,3,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,4.0,1.0,45,1.0,90,20,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,3.0,3.0,4.0,4.0,,1.0,,,,,,,
557,3,3,3,4,4,3,4,4,4,4,66.0,,,,,6.0,,,,,,,,,,,,6.0,2.0,2.0,1.0,2.0,1.0,2.0,7,4,4,4,5,6,4,4,3,1,61.0,41.0,50.0,72.0,73.0,26.0,72.0,78.0,58.0,68.0,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,,2.0,5,1.0,100,14,7.0,,,,,,,,,,,,,3.0,5.0,5.0,5.0,1.0,2.0,2.0,4.0,4.0,,,,
558,5,1,2,2,3,3,3,3,4,3,69.0,,,,,4.0,,,2.0,380.8,,,,,1.0,2.0,,5.0,,,,,,,4,5,3,6,4,5,3,4,4,2,39.0,56.0,70.0,25.0,67.0,36.0,53.0,18.0,89.0,30.0,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,,1.0,54,,,15,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,4.0,,,,,1.0,4.0,5.0,5.0,4.0,4.0,4.0,
559,5,5,5,5,5,5,5,5,1,3,,5.0,4.0,4.0,4.0,6.0,,,1.0,2700,,,,,1.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,7,5,3,3,6,6,6,6,4,1,45.0,18.0,47.0,44.0,62.0,66.0,41.0,63.0,81.0,47.0,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,,1.0,16,,,5,,,,,,,,,,,,,70.0,,,,,,,,,,2.0,5.0,6.0,
560,2,2,3,1,3,2,2,2,4,3,,,,,,,,,,,2.0,4.0,5.0,,,,,3.0,,,,,,,5,4,6,5,5,6,5,6,1,1,27.0,27.0,40.0,30.0,31.0,51.0,33.0,30.0,51.0,71.0,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,5.0,1.0,45,1.0,300,0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,5.0,,,,1.0,2.0,3.0,3.0,2.0,,,,4.0
561,5,4,4,5,5,3,5,5,3,4,60.0,5.0,2.0,2.0,5.0,5.0,1.0,80,,,,,,,,,,,,,,,,,7,1,5,5,3,5,6,6,2,2,60.0,20.0,35.0,40.0,55.0,20.0,70.0,75.0,80.0,35.0,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,,,,1.0,300,10,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,1.0,2.0,,,,5.0,5.0,6.0,
562,5,5,5,5,5,5,3,5,2,2,30.0,4.0,3.0,2.0,4.0,6.0,2.0,47,2.0,420,1.0,5.0,6.0,17,,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,5,2,3,3,3,5,3,5,2,1,54.0,23.0,54.0,37.0,75.0,26.0,72.0,77.0,69.0,52.0,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
563,4,4,5,5,5,4,4,5,3,5,30.0,5.0,,,,,2.0,40,2.0,500,,,,19,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,7,2,3,3,5,5,5,6,3,1,38.0,41.0,43.0,39.0,44.0,24.0,41.0,59.0,55.0,44.0,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,6.0,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,,,4.0,5.0,1.0,,,,
564,5,5,5,4,5,5,5,5,3,4,63.0,,3.0,3.0,4.0,5.0,1.0,72,,,2.0,5.0,5.0,,,,,4.0,,,,,,,7,2,2,2,2,6,7,7,3,1,54.0,55.0,62.0,43.0,52.0,43.0,62.0,71.0,50.0,48.0,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,,,,1.0,400,15,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0,,,,1.0,1.0,,,,,,,3.0
565,2,3,3,4,3,4,3,3,3,4,55.0,,3.0,1.0,1.0,5.0,2.0,56,2.0,900,,,,10,2.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,4,2,3,3,4,3,4,4,2,1,45.0,51.0,38.0,43.0,69.0,59.0,82.0,82.0,44.0,57.0,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,,,,,,,2.0,4.0,,,,,,,,,,,,4.0,4.0,3.0,2.0,,1.0,,,,,,,
566,2,2,2,3,4,2,4,4,4,4,87.0,,,,,,2.0,40,2.0,500,,,,,1.0,,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,6,1,1,1,5,7,7,7,1,2,0.0,47.0,0.0,37.0,0.0,0.0,65.0,100.0,88.0,10.0,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,5.0,,,,,15,,,,,,,,,,,,,,2.0,2.0,4.0,4.0,,,1.0,1.0,6.0,,,,3.0
567,5,5,5,5,1,5,5,5,3,5,,,3.0,3.0,5.0,7.0,2.0,50,1.0,1500,,,,,2.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,7,1,5,5,2,6,5,5,3,2,40.0,17.0,35.0,66.0,51.0,74.0,88.0,50.0,42.0,72.0,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,,,,,,20,,6.0,,,,,,,,,,,93.0,4.0,1.0,5.0,6.0,,,,,,,,,
568,4,5,4,5,5,5,5,5,4,5,35.0,4.0,,,,5.0,,,,,,,,15,1.0,,1.0,,,,,,,,6,4,2,2,4,5,7,7,3,2,50.0,70.0,52.0,90.0,98.0,80.0,55.0,52.0,52.0,95.0,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,,1.0,50,1.0,300,,10.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,3.0,2.0,1.0,3.0,3.0,4.0,
569,3,3,4,2,4,3,4,5,4,4,,,,,,,2.0,48,2.0,900,,,,15,,,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,5,2,3,1,2,5,5,6,2,1,40.0,60.0,50.0,30.0,55.0,45.0,66.0,65.0,60.0,80.0,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2.0,,,,,,5.0,3.0,,,,,,,,,,,70.0,2.0,2.0,5.0,4.0,1.0,,5.0,3.0,2.0,,,,
570,4,4,4,4,4,4,4,4,2,3,61.0,5.0,,,,6.0,,,2.0,700,,,,,,,,,,,,,,,6,5,5,5,5,6,6,6,4,2,72.0,60.0,68.0,67.0,79.0,75.0,87.0,96.0,46.0,39.0,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,,1.0,27,,,5,,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,,,,2.0
571,3,4,4,4,3,2,2,5,4,4,,4.0,2.0,2.0,4.0,,,,,,2.0,4.0,3.0,,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,2,3,2,7,6,7,1,1,16.0,18.0,23.0,28.0,31.0,2.0,49.0,78.0,4.0,34.0,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,5.0,1.0,50,1.0,300,15,10.0,,,,,,,,,,,,70.0,,,,,1.0,2.0,,,,,,,
572,5,5,4,5,5,2,4,4,5,3,73.0,,,,,3.0,,,,,,,,20,1.0,2.0,,2.0,,,,,,,7,1,1,7,2,6,7,5,3,2,72.0,74.0,73.0,97.0,69.0,10.0,79.0,75.0,86.0,50.0,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,,1.0,50,1.0,379,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,2.0,3.0,3.0,3.0,3.0,5.0,6.0,
573,4,4,4,4,4,4,4,4,4,2,,3.0,3.0,3.0,2.0,5.0,,,2.0,400,2.0,4.0,4.0,,2.0,1.0,2.0,4.0,,,,,,,6,4,4,4,2,4,5,5,2,1,70.0,69.0,67.0,69.0,65.0,62.0,71.0,79.0,63.0,40.0,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,,1.0,50,,,10,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,,,,,,,,,,,,,
574,2,4,3,1,4,4,4,2,4,3,,4.0,4.0,6.0,4.0,5.0,,,,,,,,,1.0,,1.0,4.0,,,,,,,7,5,5,5,1,5,5,5,2,1,31.0,31.0,31.0,39.0,59.0,50.0,51.0,40.0,64.0,50.0,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,,1.0,20,1.0,150,1,9.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,87.0,,,,,,,,,,4.0,5.0,5.0,
575,2,1,1,1,2,1,1,1,5,4,,2.0,,,,7.0,2.0,25,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,6,2,1,2,3,5,7,6,2,2,25.0,40.0,30.0,45.0,55.0,25.0,75.0,45.0,70.0,60.0,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,,,,1.0,115,20,,,,,,,,,,,,,70.0,,1.0,3.0,3.0,,,4.0,3.0,2.0,,,,
576,5,4,5,5,4,5,4,5,1,4,70.0,,2.0,4.0,3.0,,2.0,37,,,1.0,5.0,6.0,10,2.0,,,6.0,,,,,,,6,1,2,1,5,7,7,7,3,2,60.0,30.0,60.0,55.0,30.0,25.0,40.0,99.0,60.0,30.0,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,6.0,,,1.0,125,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,2.0,,,,,,,6.0
577,2,5,3,4,3,1,4,5,4,5,19.0,5.0,5.0,1.0,3.0,,2.0,38,,,,,,3,2.0,,1.0,,,,,,,,5,1,1,1,5,7,6,5,3,1,13.0,37.0,19.0,35.0,9.0,17.0,39.0,73.0,55.0,33.0,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,3.0,,,1.0,130,,,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,2.0,3.0,3.0,,,,,,,,,6.0
578,4,5,4,4,5,5,5,4,2,2,30.0,,4.0,5.0,2.0,6.0,2.0,25,,,,,,15,2.0,3.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6,5,5,3,1,5,6,5,3,2,73.0,60.0,55.0,60.0,70.0,80.0,74.0,67.0,40.0,58.0,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,,,,1.0,350,,,,,,,,,,,,,,,2.0,1.0,4.0,4.0,,2.0,,,,,,,
579,4,4,4,5,4,5,5,5,5,5,65.0,4.0,,,,6.0,2.0,50,2.0,300,1.0,5.0,4.0,,,3.0,,4.0,1.0,1.0,2.0,1.0,2.0,1.0,6,2,2,3,3,5,6,5,3,1,45.0,30.0,30.0,50.0,45.0,60.0,50.0,60.0,25.0,35.0,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,,,,,,10,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,3.0,,,,
580,4,3,4,5,4,2,4,3,4,3,85.0,,3.0,2.0,2.0,,,,2.0,870,3.0,4.0,5.0,,2.0,,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,4,2,3,5,2,3,5,4,2,2,60.0,52.0,66.0,58.0,51.0,30.0,64.0,30.0,71.0,57.0,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,4.0,1.0,51,,,18,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,5.0
581,5,4,4,5,4,5,4,4,5,4,,5.0,,,,,,,,,,,,17,2.0,,1.0,4.0,,,,,,,5,4,3,5,2,4,6,6,4,1,90.0,74.0,73.0,85.0,65.0,94.0,66.0,56.0,98.0,70.0,2,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,6.0,1.0,54,1.0,350,,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,86.0,,,,,,,1.0,1.0,1.0,2.0,4.0,5.0,
582,2,4,4,5,4,3,4,5,4,4,30.0,4.0,3.0,4.0,3.0,6.0,2.0,23,1.0,2500,2.0,2.0,4.0,,2.0,2.0,,,,,,,,,6,5,5,5,2,5,5,3,2,2,5.0,16.0,35.0,65.0,40.0,20.0,59.0,45.0,20.0,30.0,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,,,,,,10,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,,
583,2,3,2,3,4,4,4,3,2,2,75.0,,,,,6.0,1.0,100,2.0,500,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,7,5,6,6,3,5,5,5,3,2,16.0,45.0,55.0,60.0,70.0,60.0,75.0,81.0,40.0,50.0,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,,,,,,10,9.0,4.0,,,,,,,,,,,,4.0,,,,1.0,2.0,3.0,4.0,3.0,3.0,5.0,6.0,
584,3,3,3,3,3,3,5,3,2,3,,,,,,,,,2.0,50,,,,7,,2.0,,4.0,,,,,,,6,1,4,4,1,7,7,5,2,1,50.0,50.0,50.0,51.0,51.0,45.0,93.0,74.0,28.0,63.0,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,3.0,1.0,70,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,49.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,,,,
585,1,3,1,1,1,1,1,1,5,4,99.0,,5.0,4.0,4.0,6.0,,,,,1.0,1.0,1.0,5,,,,,1.0,1.0,2.0,1.0,2.0,1.0,5,1,6,6,3,5,7,7,1,2,20.0,7.0,7.0,5.0,9.0,7.0,23.0,11.0,86.0,18.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,,1.0,56,1.0,200,,10.0,1.0,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,
586,2,4,4,4,5,3,4,5,5,3,30.0,,5.0,3.0,5.0,,,,2.0,360,1.0,5.0,5.0,10,,3.0,,,1.0,1.0,1.0,1.0,2.0,2.0,7,1,1,3,5,6,7,6,2,2,30.0,50.0,40.0,60.0,40.0,50.0,50.0,80.0,75.0,50.0,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,3.0,1.0,54,,,,,6.0,,,,,,,,,,,,3.0,,,,1.0,1.0,,,,,,,
587,1,4,5,5,3,1,5,5,5,3,30.0,5.0,1.0,3.0,1.0,7.0,,,,,,,,,2.0,,,6.0,,,,,,,7,1,1,3,1,5,6,6,2,1,10.0,60.0,70.0,90.0,10.0,5.0,100.0,95.0,40.0,20.0,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,,1.0,37,1.0,200,15,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,5.0,5.0,,1.0,,,,,,,1.0
588,5,5,5,5,3,5,5,5,1,2,70.0,5.0,5.0,4.0,4.0,6.0,2.0,46,1.0,1250,2.0,5.0,2.0,,2.0,,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,6,2,4,3,3,6,5,6,4,1,45.0,40.0,62.0,70.0,80.0,28.0,79.0,54.0,62.0,42.0,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,,,,,,10,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
589,4,4,5,4,4,2,4,2,5,4,,,,,,6.0,,,2.0,400,,,,1,,4.0,,,,,,,,,6,1,1,1,1,6,6,6,1,2,47.0,56.0,50.0,40.0,43.0,36.0,51.0,6.0,90.0,57.0,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,,1.0,50,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,90.0,6.0,,,,2.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,
590,4,5,4,4,4,4,3,5,2,5,77.0,5.0,,,,6.0,2.0,58,2.0,400,,,,5,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,7,5,5,5,5,5,6,6,4,1,64.0,68.0,68.0,73.0,69.0,67.0,78.0,83.0,61.0,68.0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,4.0,3.0,4.0,5.0,4.0,
591,3,4,4,5,4,5,1,5,4,2,,2.0,,,,4.0,,,1.0,5000,,,,15,1.0,,,4.0,1.0,1.0,2.0,1.0,1.0,2.0,6,2,4,5,1,5,6,5,3,1,60.0,40.0,55.0,62.0,50.0,60.0,65.0,70.0,60.0,15.0,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1.0,20,,,,,,,,,,,,,,,,88.0,,5.0,1.0,3.0,,2.0,3.0,4.0,2.0,,,,2.0
592,4,5,5,5,5,4,5,5,5,3,30.0,,4.0,2.0,2.0,5.0,,,,,,,,5,,4.0,,,1.0,1.0,2.0,1.0,2.0,1.0,7,5,2,1,2,6,5,7,3,1,25.0,25.0,20.0,51.0,76.0,29.0,75.0,80.0,80.0,50.0,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,,1.0,10,1.0,115,,,6.0,,,,,,,,,,,,2.0,5.0,5.0,6.0,1.0,1.0,,,,,,,
593,4,4,5,3,4,4,5,2,5,4,62.0,4.0,,,,,2.0,54,,,,,,11,,,,5.0,,,,,,,6,3,5,5,2,6,6,7,1,2,45.0,59.0,52.0,61.0,50.0,34.0,52.0,68.0,87.0,55.0,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2.0,,,1.0,350,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,5.0,4.0,5.0,1.0,1.0,3.0,5.0,2.0,,,,2.0
594,2,4,4,5,5,5,5,4,4,5,30.0,3.0,4.0,5.0,3.0,,2.0,50,1.0,1200,5.0,4.0,6.0,,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,7,6,6,1,7,5,5,2,1,49.0,49.0,49.0,49.0,49.0,35.0,55.0,40.0,40.0,60.0,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,6.0,,,,,20,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0
595,5,5,5,3,5,5,5,5,4,5,,,2.0,4.0,5.0,,2.0,55,2.0,375,1.0,5.0,6.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,7,1,1,1,1,5,7,7,1,1,57.0,39.0,53.0,31.0,70.0,75.0,65.0,74.0,67.0,75.0,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6.0,,,,,15,,4.0,,,,,,,,,,,35.0,2.0,,,,1.0,,,,,,,,
596,3,5,4,4,4,3,4,3,3,4,80.0,3.0,,,,6.0,2.0,20,2.0,750,,,,20,2.0,,2.0,,,,,,,,6,4,5,5,3,5,5,5,3,2,30.0,40.0,25.0,50.0,50.0,35.0,55.0,30.0,50.0,60.0,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,,,,,,,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,4.0,5.0,3.0,1.0,4.0,4.0,1.0
597,4,5,4,3,5,5,5,5,1,4,30.0,4.0,,,,7.0,,,,,4.0,4.0,4.0,,,2.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,6,1,1,2,2,5,6,6,3,2,35.0,66.0,35.0,42.0,67.0,52.0,77.0,71.0,14.0,58.0,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,,1.0,54,1.0,300,10,,,,,,,,,,,,,,,,,,2.0,,4.0,3.0,4.0,,,,
598,4,4,5,5,3,5,5,5,1,3,70.0,,2.0,4.0,3.0,7.0,,,,,,,,15,2.0,,,,,,,,,,7,2,4,2,1,3,4,7,3,1,80.0,60.0,100.0,100.0,50.0,100.0,100.0,100.0,0.0,0.0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,,2.0,6,1.0,95,,10.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,5.0,5.0,,2.0,,,,,,,
599,5,3,5,5,5,5,4,3,4,2,34.0,,3.0,4.0,3.0,7.0,2.0,55,1.0,1200,,,,15,1.0,2.0,,,1.0,1.0,2.0,1.0,1.0,2.0,7,2,5,5,1,5,5,5,3,2,51.0,26.0,66.0,71.0,73.0,91.0,45.0,12.0,61.0,20.0,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,1.0,,,,1.0,3.0,4.0,
600,4,3,4,4,4,5,4,4,3,3,,4.0,2.0,3.0,3.0,6.0,,,2.0,50,,,,10,2.0,,1.0,,1.0,2.0,2.0,1.0,1.0,2.0,6,4,5,5,2,6,5,5,3,2,46.0,37.0,49.0,47.0,35.0,45.0,68.0,48.0,53.0,53.0,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,,1.0,15,,,,8.0,5.0,,,,,,,,,,,92.0,,,,,,,,,,2.0,5.0,5.0,
